"First Name","Last Name","Nickname","Record","Wins","Losses","Draws","Height","Weight","Reach","Stance","SLpM","Str. Acc","SApM","Str. Def","TD Avg","TD Acc","TD Def","Sub. Avg","URL"
"Shawn","Bunch","Bunch the Great","4-2-0",4,2,0,65,135,NA,NA,0,0,1.55,0.55,0,0,0.5,0,"http://fightmetric.com/fighter-details/6e9af164ab91a229"
"Josh","Bumgarner",NA,"6-3-0",6,3,0,73,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/9900ab86a4c458bd"
"Lee Kwan","Bum",NA,"0-1-0",0,1,0,74,286,NA,"Orthodox",0.71,0.14,0,1,0,0,0,0,"http://fightmetric.com/fighter-details/c0342805a1948cbb"
"Paul","Buentello","The Headhunter","29-14-0",29,14,0,74,245,77,"Orthodox",3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,"http://fightmetric.com/fighter-details/f0abbb6f3444dae7"
"Francisco","Bueno",NA,"5-2-0",5,2,0,69,225,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a72d260b436924c4"
"Mike","Budnik",NA,"11-4-0",11,4,0,69,145,68,"Orthodox",0.65,0.52,0.95,0.53,0,0,0,3.4,"http://fightmetric.com/fighter-details/b98209144b63ae26"
"Julia","Budd",NA,"3-1-0",3,1,0,67,145,67,NA,3.4,0.76,0.81,0.47,2.43,0.62,0.83,0,"http://fightmetric.com/fighter-details/dcdc4503b9d49977"
"Courtney","Buck",NA,"10-5-0",10,5,0,70,135,NA,"Orthodox",1.49,0.28,3.24,0.54,0,0,0.33,0,"http://fightmetric.com/fighter-details/3feed7d02711d8b7"
"Zak","Bucia",NA,"7-4-0",7,4,0,70,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/6bbb8dc6e128779e"
"Justin","Buchholz",NA,"12-6-0",12,6,0,72,155,73,"Orthodox",2.35,0.26,4.14,0.51,0,0,0.33,0.8,"http://fightmetric.com/fighter-details/231926533134ec1f"
"Josh","Bryant","The Beast","12-1-0",12,1,0,70,185,NA,"Orthodox",1.1,0.2,6.1,0.43,0,0,0,0,"http://fightmetric.com/fighter-details/01f022fa494188e2"
"Derek","Brunson",NA,"16-5-0",16,5,0,73,185,77,"Southpaw",3.13,0.46,2.62,0.5,3.13,0.32,1,0.7,"http://fightmetric.com/fighter-details/b1a3e0aca758b322"
"Fernando","Bruno","Acougueiro","16-4-0",16,4,0,66,145,70,NA,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,"http://fightmetric.com/fighter-details/b8c0f30ee9a98b69"
"Steve","Bruno","Hollywood","14-5-0",14,5,0,70,170,NA,"Orthodox",0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,"http://fightmetric.com/fighter-details/2f3f12002564bb55"
"Justin","Bruckmann","Loaf","7-3-0",7,3,0,69,170,NA,"Orthodox",0.59,0.66,5.91,0.16,0,0,0.33,0,"http://fightmetric.com/fighter-details/5f8e00c27b7e7410"
"Jules","Bruchez",NA,"1-2-0",1,2,0,72,205,NA,"Southpaw",0.69,0.5,5.52,0.46,0,0,0,0,"http://fightmetric.com/fighter-details/d1dcd4e96464a53d"
"Junie","Browning",NA,"4-5-0",4,5,0,69,155,NA,"Orthodox",3.76,0.48,1.76,0.66,3.53,0.66,0,3.5,"http://fightmetric.com/fighter-details/d74cba8566291bfa"
"Travis","Browne","Hapa","18-6-1",18,6,1,78,255,79,"Orthodox",2.86,0.4,4.19,0.43,1.17,0.66,0.83,0.2,"http://fightmetric.com/fighter-details/3236bf606fe9fa5b"
"Humberto","Brown","El Gato Negro","4-5-0",4,5,0,70,145,71,NA,1.71,0.5,2.19,0.62,1.43,0.25,0,0,"http://fightmetric.com/fighter-details/e9e7e1c8ff289e1b"
"Damien","Brown","Beatdown","17-9-0",17,9,0,70,155,68,"Orthodox",2.19,0.36,2.5,0.47,0.46,0.25,0.37,0.9,"http://fightmetric.com/fighter-details/d024ed963e8bf7ea"
"Randy","Brown","Rudeboy","9-2-0",9,2,0,75,170,78,"Orthodox",3.02,0.42,2.95,0.53,0.83,0.33,0.77,0.8,"http://fightmetric.com/fighter-details/c6aee362c7a7d482"
"Frederick","Brown",NA,"3-1-0",3,1,0,72,235,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/880c6b788266a3ef"
"Chris","Brown",NA,"6-4-0",6,4,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/9e2624ac992660c6"
"Terrell","Brown",NA,"3-1-0",3,1,0,NA,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/85df85a4e276c90e"
"Todd","Brown","Bulldog","15-4-0",15,4,0,71,205,NA,"Orthodox",2.15,0.45,3.85,0.48,0,0,0.5,0,"http://fightmetric.com/fighter-details/9b68bf67c5695185"
"Dominic","Brown",NA,"14-21-0",14,21,0,71,190,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/52b3ec072ad497a4"
"Mike","Brown",NA,"26-9-0",26,9,0,66,145,70,"Orthodox",2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,"http://fightmetric.com/fighter-details/e0b74df14f52cd15"
"Matt","Brown","The Immortal","22-16-0",22,16,0,72,170,75,"Orthodox",3.76,0.53,2.63,0.56,1.6,0.46,0.62,1.7,"http://fightmetric.com/fighter-details/31123249b0bbf52e"
"Lee","Brousseau","Manimal","5-3-0",5,3,0,73,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0974d8d4053a7237"
"Rob","Broughton","The Bear","15-7-1",15,7,1,74,265,74,NA,2.83,0.6,2.54,0.51,0,0,0.26,3.2,"http://fightmetric.com/fighter-details/a7d687e6ecb30981"
"Jarred","Brooks","The Monkey God","12-0-0",12,0,0,63,125,62,"Switch",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/81d9df19e255b8b6"
"CM","Punk","CM Punk","0-1-0",0,1,0,73,170,73,"Orthodox",0,0,8.96,0.37,0,0,0,0,"http://fightmetric.com/fighter-details/a8c9d16fe2a14d72"
"Will","Brooks","Ill","18-2-0",18,2,0,70,155,72,"Orthodox",4.15,0.58,2.42,0.55,1.98,0.51,0.86,0.1,"http://fightmetric.com/fighter-details/b6e6c3b1dcaae0a1"
"Jonathan","Brookins",NA,"14-6-0",14,6,0,72,145,73,"Southpaw",2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,"http://fightmetric.com/fighter-details/b0a6124751a56bc4"
"Mike","Bronzoulis","The Greek","13-3-1",13,3,1,72,155,NA,NA,1.13,0.34,2.54,0.37,0,0,0.33,0,"http://fightmetric.com/fighter-details/df3c39573d01f55b"
"Drew","Brokenshire",NA,"4-2-0",4,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/aa571d75f80fde7d"
"Antwain","Britt","The Juggernaut","11-5-0",11,5,0,73,205,77,NA,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0,"http://fightmetric.com/fighter-details/2833f50b20e96e52"
"Marcelo","Brito","Jungle Boy","8-5-0",8,5,0,73,170,NA,"Orthodox",0.6,0.2,3.53,0.55,0,0,0.5,0,"http://fightmetric.com/fighter-details/3a97fda0de6f1fa4"
"Henry","Briones","Bure","19-6-1",19,6,1,68,135,69,NA,3.91,0.42,4.99,0.56,0,0,0.44,0.4,"http://fightmetric.com/fighter-details/01fcef7e3d051722"
"Aaron","Brink",NA,"25-21-0",25,21,0,75,205,NA,"Orthodox",3.49,0.42,5.71,0.57,0,0,0,0,"http://fightmetric.com/fighter-details/cf1a88371c8cb690"
"Marcus","Brimage","The Bama Beast","7-5-0",7,5,0,64,135,71,"Southpaw",3.97,0.35,3.64,0.56,0.56,1,0.8,0,"http://fightmetric.com/fighter-details/81801f57bd0a7c41"
"Jason","Brilz","Hitman","18-5-1",18,5,1,71,205,71,"Orthodox",2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,"http://fightmetric.com/fighter-details/497ba5b12a4bfc47"
"Mack","Brewer",NA,"0-1-0",0,1,0,NA,205,NA,NA,0,0,6.67,0.36,0,0,0,0,"http://fightmetric.com/fighter-details/106a925d947a0de9"
"Charlie","Brenneman","The Spaniard","19-8-0",19,8,0,70,155,72,"Orthodox",1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,"http://fightmetric.com/fighter-details/98f6da59d765ec94"
"Chris","Brennan","The Westside Strangler","19-13-1",19,13,1,68,170,NA,"Orthodox",0.6,0.4,0.97,0.5,0,0,0.25,2.1,"http://fightmetric.com/fighter-details/b19fc66613dc75b9"
"Tom","Breese",NA,"10-1-0",10,1,0,75,185,73,"Southpaw",3.61,0.49,2.65,0.63,0,0,0.72,0.4,"http://fightmetric.com/fighter-details/1588b787bda7b540"
"Martin","Bravo","El Toro","12-0-0",12,0,0,68,155,71,"Southpaw",8.1,0.46,4.19,0.57,0,0,0.83,0,"http://fightmetric.com/fighter-details/9c44f290f5726d95"
"Michael","Bravo",NA,"7-4-0",7,4,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/dc63542668295c23"
"Diego","Brandao","DB","24-11-0",24,11,0,67,145,68,"Orthodox",2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,"http://fightmetric.com/fighter-details/c2e3e67b5911bfb7"
"Dave","Branch",NA,"9-2-0",9,2,0,73,185,79,"Orthodox",1.16,0.47,0.57,0.71,2.43,0.34,0.28,0,"http://fightmetric.com/fighter-details/d2c55d1d2e67773b"
"Joe","Brammer","The South Side Strangler","7-3-1",7,3,1,68,155,NA,"Orthodox",2.15,0.31,2.8,0.56,0.81,0.5,0.5,0,"http://fightmetric.com/fighter-details/013da757877044a2"
"Ebenezer Fontes","Braga","Pitbull","13-7-2",13,7,2,72,199,NA,"Orthodox",2.42,0.5,0.42,0.71,0,0,0.9,0.6,"http://fightmetric.com/fighter-details/dc950d59dc590aca"
"Paul","Bradley","The Gentleman","18-3-0",18,3,0,69,170,NA,"Orthodox",2.26,0.32,4.13,0.56,1.12,0.16,1,0,"http://fightmetric.com/fighter-details/c7011de4765d2497"
"Kyle","Bradley",NA,"15-8-0",15,8,0,69,155,71,"Orthodox",1.99,0.4,3.45,0.58,0.65,0.5,0.4,0,"http://fightmetric.com/fighter-details/a6959da32f0e6b5d"
"Ashe","Bowman","The Archer","9-10-0",9,10,0,69,155,NA,NA,2.43,0.42,4.86,0.57,0,0,0,0,"http://fightmetric.com/fighter-details/8a0a35e7c74bebcc"
"Blake","Bowman",NA,"2-4-0",2,4,0,74,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a95a0504fd73bd3e"
"Roger","Bowling","Relentless","11-5-0",11,5,0,69,155,68,"Orthodox",3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,"http://fightmetric.com/fighter-details/3b9f723e2720a238"
"Brian","Bowles",NA,"10-3-0",10,3,0,67,135,70,"Orthodox",2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,"http://fightmetric.com/fighter-details/b26d3e3746fb4024"
"Melton","Bowen","The Punisher","0-1-0",0,1,0,72,225,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/81ca2c245b19b3c5"
"Tai","Bowden",NA,"1-1-0",1,1,0,71,230,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2efbc83a6b9b7f86"
"Jess","Bouscal",NA,"3-2-0",3,2,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/38b1417ec17072da"
"Mike","Bourke","The Rhino","10-16-1",10,16,1,72,275,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/dfdd0c5dd0d4bc23"
"Rich","Bouphanouvong",NA,"1-4-0",1,4,0,67,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/611b9c068c9e2c44"
"Roy","Boughton","Black Dynamite","12-5-0",12,5,0,72,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2aaf0181432adf0b"
"Gregory","Bouchelaghem",NA,"5-4-0",5,4,0,74,183,NA,"Switch",0.27,0.21,1.53,0.36,0,0,0.5,0,"http://fightmetric.com/fighter-details/59851163aaf1aed8"
"Francois","Botha","White Buffalo","0-1-0",0,1,0,74,260,NA,"Orthodox",0,0,1.05,0.77,0,0,0,0,"http://fightmetric.com/fighter-details/545d549d6bf87187"
"Poliana","Botelho",NA,"5-1-0",5,1,0,68,125,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5c126c6aac3ef364"
"Chris","Bostick",NA,"6-3-0",6,3,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/239224bedeb2c7a4"
"Marcus","Bossett","The Grasshopper","1-3-0",1,3,0,73,215,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e8fb8e53bc2e29d6"
"Steve","Bosse","The Boss","12-2-0",12,2,0,71,205,72,"Orthodox",5.99,0.52,5.38,0.5,0.92,0.33,1,0,"http://fightmetric.com/fighter-details/e023fa2e648ea0f1"
"Igor","Borisov",NA,"1-1-0",1,1,0,72,235,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0313bf497de9c470"
"Ray","Borg","The Tazmexican Devil","11-2-0",11,2,0,64,125,63,"Orthodox",1.51,0.48,1.71,0.53,3.16,0.47,0.6,1.8,"http://fightmetric.com/fighter-details/a4de54ea806fb525"
"Stephan","Bonnar","The American Psycho","17-8-0",17,8,0,76,205,78,"Orthodox",2.76,0.38,3.01,0.52,1.32,0.4,0.6,1,"http://fightmetric.com/fighter-details/c6a33ff198aaaeeb"
"Marcos","Bonilla","Murder Marx","1-2-0",1,2,0,70,145,NA,NA,0.47,0.12,0.47,0.94,0,0,0,0,"http://fightmetric.com/fighter-details/d311fbefff44a39b"
"Jesse","Bongfeldt","Water","15-5-1",15,5,1,72,185,NA,"Orthodox",2.91,0.62,1.01,0.5,1.51,0.33,0.33,0,"http://fightmetric.com/fighter-details/934de214814b8ff4"
"Tony","Bonello","The Gun","16-2-1",16,2,1,74,185,NA,NA,0.62,0.33,12.62,0.1,0,0,0,0,"http://fightmetric.com/fighter-details/702a72aa7a266d86"
"Luc","Bondole",NA,"5-1-2",5,1,2,74,205,NA,NA,3.35,0.51,2.04,0.62,0,0,0,1.8,"http://fightmetric.com/fighter-details/8691881b31c16b88"
"Kyle","Bolt",NA,"8-4-0",8,4,0,74,185,NA,NA,7.27,0.52,7.27,0.45,0,0,0,0,"http://fightmetric.com/fighter-details/9d455d5cfe6a0e35"
"Kotetsu","Boku",NA,"18-7-2",18,7,2,69,154,NA,"Orthodox",2.47,0.42,2.8,0.53,0,0,0,0,"http://fightmetric.com/fighter-details/d227958e8a0c1466"
"Jerry","Bohlander",NA,"11-4-0",11,4,0,71,199,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/93892752c5fc23ca"
"Derek","Bohi","Marshmallow","6-4-0",6,4,0,76,260,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/70a1c7626b5e0599"
"Jay","Bogan",NA,"6-5-0",6,5,0,NA,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/53c21779d84ceb75"
"Tim","Boetsch","The Barbarian","20-11-0",20,11,0,72,185,74,"Orthodox",2.85,0.51,2.8,0.56,1.64,0.35,0.58,0.9,"http://fightmetric.com/fighter-details/c80095f6092271a7"
"Jeremy","Boczulak",NA,"0-2-0",0,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/1afd74f8cb0719f3"
"Kyle","Bochniak","Crash","7-1-0",7,1,0,67,145,70,"Orthodox",3.1,0.34,4.9,0.62,1,0.25,0.88,0,"http://fightmetric.com/fighter-details/c5af5750e8bae4f0"
"Mark","Bocek",NA,"12-5-0",12,5,0,68,155,75,"Orthodox",2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,"http://fightmetric.com/fighter-details/cf9d24e4bd0cf2ce"
"Dan","Bobish",NA,"17-9-0",17,9,0,74,345,NA,"Southpaw",2.06,0.44,1.74,0.34,2.44,0.42,0,1.6,"http://fightmetric.com/fighter-details/f348d05403fad037"
"Byron","Bloodworth",NA,"6-3-0",6,3,0,68,135,69,"Orthodox",1.82,0.28,5.18,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/ecdf14f4f8643d39"
"Arlene","Blencowe","Angerfist","7-5-0",7,5,0,65,145,NA,NA,2.31,0.43,2.1,0.43,0,0,0.55,0.6,"http://fightmetric.com/fighter-details/35d6337320a4ae48"
"Curtis","Blaydes","Razor","6-1-0",6,1,0,76,265,80,"Orthodox",4.39,0.58,2.52,0.56,9.78,0.68,0,0,"http://fightmetric.com/fighter-details/fa6796c55d6c5440"
"David","Blanco",NA,"2-0-0",2,0,0,67,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ebf298f8ac7e232b"
"Maximo","Blanco","Maxi","12-8-1",12,8,1,68,145,71,"Orthodox",4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,"http://fightmetric.com/fighter-details/4a1329cc8eb0928a"
"Tom","Blackledge",NA,"10-7-0",10,7,0,NA,205,NA,NA,2.91,0.61,2.55,0.46,0,0,0.75,0,"http://fightmetric.com/fighter-details/2adb11835acd815b"
"Jason","Blackford",NA,"2-3-0",2,3,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/619d807fa54ae8f7"
"Brad","Blackburn","Bad Brad","18-13-1",18,13,1,70,170,73,"Orthodox",4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,"http://fightmetric.com/fighter-details/7e69a4b0961aa555"
"Jason","Black","The Black Legion","23-4-1",23,4,1,68,155,NA,"Orthodox",1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,"http://fightmetric.com/fighter-details/b2f743746e8dcfa2"
"Jan","Blachowicz",NA,"19-6-0",19,6,0,74,205,78,"Orthodox",3.28,0.49,3.45,0.48,1.21,0.55,0.33,0.2,"http://fightmetric.com/fighter-details/99df7d0a2a08a8a8"
"Amaury","Bitetti",NA,"5-2-0",5,2,0,69,185,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7a359ef685a304a7"
"Michael","Bisping","The Count","31-7-0",31,7,0,73,185,75,"Orthodox",4.44,0.38,2.63,0.66,1.1,0.43,0.64,0.3,"http://fightmetric.com/fighter-details/2b93ebd9f5417ad2"
"Anthony","Birchak","El Toro","13-3-0",13,3,0,68,135,69,"Orthodox",3.98,0.35,2.26,0.66,0.68,0.16,0.83,0,"http://fightmetric.com/fighter-details/c5a126ace82a6025"
"Scott","Bills",NA,"8-9-1",8,9,1,70,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/53f02bbc41d99432"
"Jeremiah","Billington",NA,"11-2-0",11,2,0,69,205,NA,"Orthodox",1.6,0.62,7.06,0.35,0,0,0.5,0,"http://fightmetric.com/fighter-details/b3b6e80b7d5f8f0d"
"David","Bielkheden",NA,"16-9-0",16,9,0,70,155,71,"Orthodox",1.11,0.57,1.64,0.54,2.65,0.63,0.14,0,"http://fightmetric.com/fighter-details/1efa064872f089d0"
"Magomed","Bibulatov","Chaborz","13-0-0",13,0,0,65,125,65,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/87f19d19f4cb73f8"
"Fernando","Bettega",NA,"7-5-0",7,5,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a524710c3ef918fa"
"Matt","Bessette","The Mangler","16-7-0",16,7,0,70,145,NA,NA,5.59,0.52,2.32,0.7,2.18,0.5,1,1.1,"http://fightmetric.com/fighter-details/0b8d512c79b4baf3"
"Scott","Bessac",NA,"4-6-0",4,6,0,76,245,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/3f24c96753dbd9f9"
"Allen","Berube","Monstah Lobstah","4-3-0",4,3,0,68,155,NA,"Orthodox",0.92,0.8,0.92,0.33,6.87,1,0,3.4,"http://fightmetric.com/fighter-details/aebfb84d1f6d2d8c"
"Edson","Berto","Little Tiger","16-9-1",16,9,1,66,155,NA,"Orthodox",1.76,0.36,4.62,0.47,5.47,0.4,0,2.7,"http://fightmetric.com/fighter-details/66766984842c13dc"
"Dieusel","Berto",NA,"0-3-0",0,3,0,69,200,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0db70ca89e1c7374"
"Keith","Berry",NA,"10-9-0",10,9,0,73,185,NA,NA,0,0,7.5,0.45,0,0,0,0,"http://fightmetric.com/fighter-details/0b935b9bbbe5fc07"
"Dave","Berry",NA,"0-1-0",0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b3bbe88fecd6a0d2"
"Dennis","Bermudez","The Menace","17-6-0",17,6,0,66,145,66,"Orthodox",4.34,0.46,2.81,0.57,4.17,0.43,0.91,1.3,"http://fightmetric.com/fighter-details/6f242453c91a5af0"
"Keith","Berish","Sha Bang Bang","5-1-0",5,1,0,72,205,73,"Orthodox",3.58,0.36,4.81,0.62,1.76,0.4,0,0,"http://fightmetric.com/fighter-details/e3779ef06e98f185"
"Bret","Bergmark","The Angry Hick","6-1-1",6,1,1,69,170,NA,NA,2.78,0.52,2.78,0.37,4.17,1,0.5,4.2,"http://fightmetric.com/fighter-details/2891c9f7b26b26fc"
"Steve","Berger","The Red Nosed Pitbull","21-22-2",21,22,2,71,170,NA,"Orthodox",1,0.27,3.26,0.36,0.84,0.4,0.16,1.7,"http://fightmetric.com/fighter-details/21b1132949f2a9b0"
"Len","Bentley",NA,"9-4-0",9,4,0,69,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/592d23aed850e652"
"Pat","Benson",NA,"3-6-2",3,6,2,69,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a25f3dc0df974597"
"Ryan","Benoit","Baby Face","9-5-0",9,5,0,65,125,68,"Orthodox",2.08,0.32,3.16,0.6,0.31,0.25,0.59,0.3,"http://fightmetric.com/fighter-details/20999e27ddd94bda"
"Joe","Benoit",NA,"11-4-0",11,4,0,69,170,NA,"Orthodox",0,0,0,1,0,0,0,0,"http://fightmetric.com/fighter-details/a30f6d375dea5f9b"
"Lance","Benoist",NA,"7-2-0",7,2,0,71,170,73,"Southpaw",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0,"http://fightmetric.com/fighter-details/5431dccc09118234"
"Josh","Bennett",NA,"12-13-0",12,13,0,76,259,NA,"Orthodox",2.9,0.4,5.8,0.43,1.5,1,1,0,"http://fightmetric.com/fighter-details/c3ac8d0da7b05772"
"Charles","Bennett","Krazy Horse","25-23-2",25,23,2,68,155,NA,"Orthodox",1.39,0.39,1.35,0.64,2.02,1,0.36,2,"http://fightmetric.com/fighter-details/8dc4f34c1f50d00d"
"Gabriel","Benitez","Moggly","19-6-0",19,6,0,68,145,71,NA,3.79,0.45,2.48,0.71,0,0,0.52,3,"http://fightmetric.com/fighter-details/436f970c9ea9169c"
"Karla","Benitez",NA,"6-2-0",6,2,0,63,113,NA,NA,0,0,2.4,0.57,0,0,1,0,"http://fightmetric.com/fighter-details/6104730621ff318d"
"Dave","Beneteau","Dangerous","6-5-1",6,5,1,74,250,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/9fd1f08dd4aec14a"
"Mike","Bencic","Batman","1-2-0",1,2,0,72,215,NA,"Orthodox",0,0,3.32,0.53,0,0,0,0,"http://fightmetric.com/fighter-details/a71feb7ea7592a71"
"Joseph","Benavidez",NA,"24-4-0",24,4,0,64,125,65,"Southpaw",3.42,0.33,2.36,0.65,1.21,0.29,0.66,0.8,"http://fightmetric.com/fighter-details/80eacd4da0617c57"
"Marco","Beltran","Psycho","8-5-0",8,5,0,68,135,69,"Orthodox",2.12,0.4,1.76,0.6,0.76,0.4,0.37,0.4,"http://fightmetric.com/fighter-details/ec71a892fada28c7"
"Joey","Beltran","The Mexicutioner","15-9-0",15,9,0,73,185,75,"Orthodox",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0,"http://fightmetric.com/fighter-details/46baf0f57edfa4df"
"Vitor","Belfort","The Phenom","25-14-0",25,14,0,72,185,74,"Southpaw",1.56,0.46,2.78,0.5,1.13,0.6,0.53,0.7,"http://fightmetric.com/fighter-details/0ee783aa00e468f0"
"Alan","Belcher","The Talent","17-7-0",17,7,0,74,185,73,"Orthodox",2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,"http://fightmetric.com/fighter-details/4130a743d9d22163"
"Mirsad","Bektic",NA,"11-1-0",11,1,0,68,145,70,"Orthodox",3.08,0.5,1.17,0.67,4.23,0.53,1,0.6,"http://fightmetric.com/fighter-details/cbd3e590a85b18c5"
"Lyle","Beerbohm","Fancy Pants","15-2-0",15,2,0,70,155,NA,"Southpaw",1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,"http://fightmetric.com/fighter-details/babc6b5745335f18"
"Chase","Beebe",NA,"19-8-1",19,8,1,67,135,67,"Orthodox",2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,"http://fightmetric.com/fighter-details/b16a7e6a627e9789"
"Johnny","Bedford","Brutal","19-13-1",19,13,1,70,135,71,"Orthodox",4.53,0.5,1.75,0.63,1.83,0.62,0.62,0,"http://fightmetric.com/fighter-details/ffc3e6daaa6da0b7"
"Eric","Bedard","Lucky Strikes","6-6-0",6,6,0,74,239,NA,NA,6.37,0.35,8.54,0.52,0,0,0,0,"http://fightmetric.com/fighter-details/ce05955c26c3c090"
"Jeff","Bedard","Little Popeye","13-3-0",13,3,0,66,145,NA,"Orthodox",0.8,0.51,0,1,3.43,0.66,1,2.6,"http://fightmetric.com/fighter-details/93bf96be327fcd98"
"Salvador","Becerra",NA,"4-1-0",4,1,0,69,155,NA,NA,4.57,0.31,3.83,0.58,0,0,0.66,0,"http://fightmetric.com/fighter-details/4fd76e7ba8313457"
"Rudy","Bears",NA,"13-11-0",13,11,0,71,170,NA,"Southpaw",1.27,0.29,2.53,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/74f13066b1417ef3"
"Chris","Beal","Real Deal","10-3-0",10,3,0,67,125,69,"Orthodox",3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,"http://fightmetric.com/fighter-details/55f446032177b119"
"Shayna","Baszler","The Queen of Spades","15-10-0",15,10,0,67,135,67,"Orthodox",2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,"http://fightmetric.com/fighter-details/8ef4a91ac694b7ce"
"Ryan","Bastianelli","Relentless","5-2-0",5,2,0,65,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/29508aff4d93cbbe"
"Sean","Bassett",NA,"0-4-0",0,4,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2c733e059462c1dc"
"Stephen","Bass","Bigfish","10-1-0",10,1,0,69,145,NA,NA,4.87,0.52,5.87,0.55,0,0,0,0,"http://fightmetric.com/fighter-details/1cecc8fe6748a532"
"Enrique","Barzola","El Fuerte","13-3-1",13,3,1,67,145,70,NA,3.67,0.45,1.78,0.71,4.33,0.43,0.66,0,"http://fightmetric.com/fighter-details/be0b310a12eb80b4"
